상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA010120220809219910,삼성드림안과의원,,Q1,보건의료,Q102,의원,Q10205,안과 의원,Q86201,일반의원,41,경기도,41113,수원시 권선구,41113664,호매실동,4111313500,호매실동,4111313500114010000,1,대지,1401.0,,경기도 수원시 권선구 호매실동 1401,411134331218,경기도 수원시 권선구 호매실로104번길,24.0,43.0,4111313500114010000000001,중앙파크뷰,경기도 수원시 권선구 호매실로104번길 24-43,441450.0,16630,,4,,126.962574708084,37.2579687505651
MA010120220810814213,화목인테리어,,M1,과학·기술,M112,전문 디자인,M11201,인테리어 디자인업,F42412,도배; 실내 장식 및 내장 목공사업,26,부산광역시,26260,동래구,26260750,안락2동,2626010200,안락동,2626010200106280066,1,대지,628.0,66.0,부산광역시 동래구 안락동 628-66,262604190382,부산광역시 동래구 연안로51번길,102.0,17.0,2626010200106280066018813,,부산광역시 동래구 연안로51번길 102-17,607830.0,47895,,,,129.102721676368,35.1948592665509
MA0101202408A0041430,아트샵피아노음악교습소,,P1,교육,P106,기타 교육,P10609,음악학원,P85501,일반 교과학원,11,서울특별시,11200,성동구,11200720,송정동,1120011800,송정동,1120011800100900007,1,대지,90.0,7.0,서울특별시 성동구 송정동 90-7,112003000001,서울특별시 성동구 동일로,265.0,,1120011800100900007003335,,서울특별시 성동구 동일로 265,133837.0,4800,,,,127.071106701405,37.5553260224747
MA010120220803550180,OK엔터테인먼트,,N1,시설관리·임대,N108,기타 사업 서비스,N10802,전시/컨벤션/행사 대행 서비스업,N75992,전시; 컨벤션 및 행사 대행업,12,전남광주통합특별시,12150,순천시,12150340,월등면,1215034022,월등면,1215034022105900010,1,대지,590.0,10.0,전남광주통합특별시 순천시 월등면 농선리 590-10,121504649181,전남광주통합특별시 순천시 월등면 농곡아랫길,6.0,,4615034022105900010002075,,전남광주통합특별시 순천시 월등면 농곡아랫길 6,540832.0,57902,,,,127.423933824631,35.1023772730482
MA010120220803342279,컴포즈커피,교대점,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,11,서울특별시,11650,서초구,11650510,서초1동,1165010800,서초동,1165010800116660002,1,대지,1666.0,2.0,서울특별시 서초구 서초동 1666-2,116504163418,서울특별시 서초구 서초대로54길,37.0,,1165010800116660002024456,,서울특별시 서초구 서초대로54길 37,137881.0,6633,,1,,127.016509451703,37.4925824487582
MA010120220809057165,류,,I2,음식,I212,비알코올 ,I21201,카페,I56221,커피 전문점,27,대구광역시,27110,중구,27110565,성내1동,2711012200,공평동,2711012200100660002,1,대지,66.0,2.0,대구광역시 중구 공평동 66-2,271104223086,대구광역시 중구 동성로4길,91.0,,2711012200100660002007291,,대구광역시 중구 동성로4길 91,700150.0,41938,,,,128.599409646283,35.8688493452119
MA010120220813106138,정담식당,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,47,경상북도,47290,경산시,47290256,압량읍,4729025622,압량읍,4729025622100550019,1,대지,55.0,19.0,경상북도 경산시 압량읍 신대리 55-19,472904739020,경상북도 경산시 압량읍 감못둑길,61.0,,4729036022100550019039454,,경상북도 경산시 압량읍 감못둑길 61,712822.0,38540,,1,,128.770944265433,35.8339571784859
MA010120220812600120,현대게임랜드,,R1,예술·스포츠,R104,유원지·오락,R10404,전자 게임장,R91221,전자 게임장 운영업,28,인천광역시,28245,계양구,28245611,계산1동,2824510200,계산동,2824510200109890036,1,대지,989.0,36.0,인천광역시 계양구 계산동 989-36,282453155001,인천광역시 계양구 계산로,118.0,5.0,2824510200109890036141929,,인천광역시 계양구 계산로 118-5,407808.0,21086,,,,126.725599606922,37.5370717219945
MA010120220806321512,양지리송어횟집,,I2,음식,I201,한식,I20111,횟집,I56114,한식 해산물 요리 전문점,43,충청북도,43114,청주시 청원구,43114253,오창읍,4311425329,오창읍,4311425329101090037,1,대지,109.0,37.0,충청북도 청주시 청원구 오창읍 양지리 109-37,431143257077,충청북도 청주시 청원구 오창읍 2산단1로,95.0,3.0,4311425329101090037000001,,충청북도 청주시 청원구 오창읍 2산단1로 95-3,363881.0,28109,,1,,127.442022968933,36.7358503929651
MA010120220804499383,기륜에스에이치산업,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,11,서울특별시,11680,강남구,11680640,역삼1동,1168010100,역삼동,1168010100108370026,1,대지,837.0,26.0,서울특별시 강남구 역삼동 837-26,116804166219,서울특별시 강남구 도곡로1길,14.0,,1168010100108370026026060,삼일프라자,서울특별시 강남구 도곡로1길 14,135768.0,6253,,14,,127.032441504064,37.4909663449348
MA010120220811179624,참신미용실,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,48,경상남도,48840,남해군,48840340,미조면,4884034022,미조면,4884034022101000024,1,대지,100.0,24.0,경상남도 남해군 미조면 미조리 100-24,488404829247,경상남도 남해군 미조면 미조로236번길,21.0,3.0,4884034022101000024002644,,경상남도 남해군 미조면 미조로236번길 21-3,668832.0,52442,,,,128.046826530502,34.7114712382997
MA0101202211A0093398,조은공인중개사사무소,,L1,부동산,L102,부동산 서비스,L10203,부동산 중개/대리업,L68221,부동산 중개 및 대리업,41,경기도,41360,남양주시,41360545,다산1동,4136011200,다산동,4136011200161430000,1,대지,6143.0,,경기도 남양주시 다산동 6143,413603351591,경기도 남양주시 다산순환로,20.0,,4136011200161430000000001,다산현대프리미어캠퍼스,경기도 남양주시 다산순환로 20,,12248,,1,,127.151689117087,37.6126792551016
MA010120220802230065,엑스체인지,,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,41,경기도,41360,남양주시,41360510,호평동,4136010100,호평동,4136010100107160005,1,대지,716.0,5.0,경기도 남양주시 호평동 716-5,413604391241,경기도 남양주시 늘을3로25번길,18.0,13.0,4136010100107160005000001,,경기도 남양주시 늘을3로25번길 18-13,472120.0,12143,,1,,127.243300079886,37.6598095395409
MA0101202406A0085172,신세기서점,,G2,소매,G213,오락용품 소매,G21301,서점,G47611,서적; 신문 및 잡지류 소매업,27,대구광역시,27710,달성군,27710256,다사읍,2771025627,다사읍,2771025627108110007,1,대지,811.0,7.0,대구광역시 달성군 다사읍 죽곡리 811-7,277103148058,대구광역시 달성군 다사읍 대실역남로,20.0,,2771025627108110007000001,,대구광역시 달성군 다사읍 대실역남로 20,711815.0,42918,,,,128.464056693072,35.855922619339
MA010120220801755177,오토박스,,S2,수리·개인,S203,자동차 수리·세차,S20301,자동차 정비소,S95212,자동차 전문 수리업,41,경기도,41281,고양시 덕양구,41281640,행신1동,4128112800,행신동,4128112800109980002,1,대지,998.0,2.0,경기도 고양시 덕양구 행신동 998-2,412814376212,경기도 고양시 덕양구 중앙로557번길,8.0,19.0,4128112800109980002011512,원스톱라이프상가,경기도 고양시 덕양구 중앙로557번길 8-19,412835.0,10518,,,,126.834299832128,37.6232470122876
MA010120220806458090,해담소스튜디오,,M1,과학·기술,M113,사진 촬영,M11301,사진촬영업,M73301,인물 사진 및 행사용 영상 촬영업,41,경기도,41610,광주시,41610370,남한산성면,4161037021,남한산성면,4161037021110070000,1,대지,1007.0,,경기도 광주시 남한산성면 산성리 1007,416104433106,경기도 광주시 남한산성면 남한산성로792번길,15.0,,4161036021110070000243837,제,경기도 광주시 남한산성면 남한산성로792번길 15,464816.0,12700,,,,127.182347172948,37.4773780372707
MA0101202501A0000716,라모어어학원,,P1,교육,P105,일반 교육,P10501,입시·교과학원,P85501,일반 교과학원,48,경상남도,48121,창원시 의창구,48121510,의창동,4812110200,중동,4812110200107880000,1,대지,788.0,,경상남도 창원시 의창구 중동 788,481213352181,경상남도 창원시 의창구 중동로,60.0,,4812110200100530001000003,유니시티4단지,경상남도 창원시 의창구 중동로 60,641510.0,51382,,1,,128.629163584024,35.255123892009
MA010120220801009000,프라임디자인,,M1,과학·기술,M109,기술 서비스,M10903,건물 및 토목 엔지니어링 서비스업,M72121,건물 및 토목 엔지니어링 서비스업,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100104590023,1,대지,459.0,23.0,서울특별시 금천구 가산동 459-23,115453117002,서울특별시 금천구 가산디지털2로,173.0,,1154510100104590023014309,에이스비즈포레지식산업센터,서울특별시 금천구 가산디지털2로 173,153803.0,8500,,8,,126.877065255597,37.4831761935603
MA010120220811801999,블루,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,11,서울특별시,11545,금천구,11545670,시흥1동,1154510300,시흥동,1154510300110150000,1,대지,1015.0,,서울특별시 금천구 시흥동 1015,115454151341,서울특별시 금천구 시흥대로77길,23.0,,1154510300110150000015924,시흥베르빌아파트,서울특별시 금천구 시흥대로77길 23,153031.0,8610,,1,,126.897621224908,37.4576521524792
MA0101202502A0102729,주주파파,,I2,음식,I207,구내식당·뷔페,I20701,구내식당,I56130,기관 구내식당업,47,경상북도,47113,포항시 북구,47113250,흥해읍,4711325035,흥해읍,4711325035100550000,1,대지,55.0,,경상북도 포항시 북구 흥해읍 죽천리 55,471133354265,경상북도 포항시 북구 흥해읍 포항대학로,7.0,,4711325035200590001011480,포항대학교,경상북도 포항시 북구 흥해읍 포항대학로 7,791711.0,37555,,,,129.410699980087,36.0864171030484
MA010120220805806510,준통신,,G2,소매,G208,가전·통신 소매,G20802,핸드폰 소매업,G47312,통신기기 소매업,30,대전광역시,30140,중구,30140575,대흥동,3014010500,대흥동,3014010500106300000,1,대지,630.0,,대전광역시 중구 대흥동 630,301403164033,대전광역시 중구 중앙로,145.0,,3014010100102160000032432,가,대전광역시 중구 중앙로 145,301804.0,34838,,,,127.424973422173,36.3279546192123
MA0101202603A0011591,엘라샌드위치타운,,I2,음식,I210,기타 간이,I21005,토스트/샌드위치/샐러드,I56191,제과점업,26,부산광역시,26350,해운대구,26350510,우1동,2635010500,우동,2635010500105570005,1,대지,557.0,5.0,부산광역시 해운대구 우동 557-5,263504199129,부산광역시 해운대구 우동1로20번길,53.0,,2635010500105570005000002,,부산광역시 해운대구 우동1로20번길 53,612818.0,48087,,1,,129.159148850551,35.165029433767
MA0101202302A0078682,정수농산,,G2,소매,G205,식료품 소매,G20506,채소/과일 소매업,G47215,채소; 과실 및 뿌리작물 소매업,27,대구광역시,27710,달성군,27710265,현풍읍,2771026524,현풍읍,2771026524100700004,1,대지,70.0,4.0,대구광역시 달성군 현풍읍 하리 70-4,277104244269,대구광역시 달성군 현풍읍 비슬로130길,107.0,,2771036024100700004000001,,대구광역시 달성군 현풍읍 비슬로130길 107,711874.0,43003,,,,128.444983568781,35.6952035201502
MA010120220809320201,스마트,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47419,기타 의복 소매업,47,경상북도,47840,성주군,47840250,성주읍,4784025021,성주읍,4784025021106170002,1,대지,617.0,2.0,경상북도 성주군 성주읍 경산리 617-2,478404763009,경상북도 성주군 성주읍 경산길,7.0,,4784025021106170002029739,,경상북도 성주군 성주읍 경산길 7,719801.0,40027,,1,,128.28541800272,35.9179674057709
MA010120220810434158,명태어장원미점,,I2,음식,I201,한식,I20112,해산물 구이/찜,I56114,한식 해산물 요리 전문점,41,경기도,41192,부천시 원미구,41192540,원미1동,4119210100,원미동,4119210100100950002,1,대지,95.0,2.0,경기도 부천시 원미구 원미동 95-2,411923185012,경기도 부천시 원미구 원미로,127.0,,4119510100100950002038757,,경기도 부천시 원미구 원미로 127,420839.0,14568,,1,,126.791083904026,37.4939486118554
MA010120220809654162,아랑고고장구,,P1,교육,P106,기타 교육,P10609,음악학원,P85621,음악학원,52,전북특별자치도,52180,정읍시,52180520,장명동,5218010200,장명동,5218010200101760000,1,대지,176.0,,전북특별자치도 정읍시 장명동 176,521803270004,전북특별자치도 정읍시 관통로,16.0,,4518010200101760000016605,,전북특별자치도 정읍시 관통로 16,580030.0,56165,,,,126.860880843217,35.5651519366486
MA010120220807388257,투모아운남,삼성점,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,12,전남광주통합특별시,12330,광산구,12330635,운남동,1233012000,운남동,1233012000103870033,1,대지,387.0,33.0,전남광주통합특별시 광산구 운남동 387-33,123304289103,전남광주통합특별시 광산구 목련로217번길,34.0,,2920012000103870033000001,,전남광주통합특별시 광산구 목련로217번길 34,506816.0,62317,,1,,126.821669231257,35.1738072604792
MA0101202305A0029765,로빈그린,,N1,시설관리·임대,N102,청소·방제,N10201,건축물 일반 청소업,N74211,건축물 일반 청소업,41,경기도,41117,수원시 영통구,41117593,망포1동,4111710700,망포동,4111710700105430002,1,대지,543.0,2.0,경기도 수원시 영통구 망포동 543-2,411173177018,경기도 수원시 영통구 영통로,127.0,,4111710700105430002003115,센타프라자,경기도 수원시 영통구 영통로 127,443400.0,16687,,,,127.055695415865,37.2387332775609
MA0106202506A0065358,명무대검도관_캠퍼스,,P1,교육,P105,일반 교육,P10501,입시·교과학원,P85501,일반 교과학원,11,서울특별시,11590,동작구,11590530,상도1동,1159010200,상도동,1159010200104760000,1,대지,476.0,,서울특별시 동작구 상도동 476,115903119005,서울특별시 동작구 상도로,338.0,,1159010200104760000020845,,서울특별시 동작구 상도로 338,156881.0,7033,,,,126.951678044248,37.4980788712712
MA0101202310A0010646,보드람치킨부곡,온천점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,26,부산광역시,26410,금정구,26410591,부곡4동,2641010900,부곡동,2641010900103960001,1,대지,396.0,1.0,부산광역시 금정구 부곡동 396-1,264103006035,부산광역시 금정구 부곡로,32.0,8.0,2641010900103960001010870,,부산광역시 금정구 부곡로 32-8,609824.0,46310,,1,,129.088264981106,35.2193414616066
MA0101202501A0016283,오삼당구장,,R1,예술·스포츠,R103,스포츠 서비스,R10310,당구장,R91135,당구장 운영업,41,경기도,41111,수원시 장안구,41111597,조원1동,4111113600,조원동,4111113600107340017,1,대지,734.0,17.0,경기도 수원시 장안구 조원동 734-17,411113174012,경기도 수원시 장안구 조원로,76.0,,4111113600107340017038636,,경기도 수원시 장안구 조원로 76,440847.0,16282,,1,,127.016974863305,37.3002051867706
MA0101202310A0003384,글러브,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,11,서울특별시,11110,종로구,11110615,종로1.2.3.4가동,1111015300,돈의동,1111015300100370000,1,대지,37.0,,서울특별시 종로구 돈의동 37,111104100051,서울특별시 종로구 돈화문로11길,26.0,,1111015300100370000031556,삼창빌딩,서울특별시 종로구 돈화문로11길 26,110807.0,3133,,3,,126.989936570311,37.5726821742683
MA010120220806643861,남다른감자탕,상인점,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,27,대구광역시,27290,달서구,27290625,상인2동,2729011500,상인동,2729011500105180000,1,대지,518.0,,대구광역시 달서구 상인동 518,272903147029,대구광역시 달서구 월곡로,217.0,,2729011500105180000014606,,대구광역시 달서구 월곡로 217,704812.0,42786,,1,,128.5416135689,35.8143282892997
MA010120220809558101,이버바,,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47419,기타 의복 소매업,47,경상북도,47820,청도군,47820253,청도읍,4782025321,청도읍,4782025321105820007,1,대지,582.0,7.0,경상북도 청도군 청도읍 고수리 582-7,478204757018,경상북도 청도군 청도읍 고수구길,82.0,,4782025321105820007053678,,경상북도 청도군 청도읍 고수구길 82,714802.0,38344,,,,128.741915758871,35.6431146652662
MA010120220805684943,김여주피자,,I2,음식,I210,기타 간이,I21003,피자,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,41,경기도,41150,의정부시,41150578,송산3동,4115010700,낙양동,4115010700107070001,1,대지,707.0,1.0,경기도 의정부시 낙양동 707-1,411503181035,경기도 의정부시 용민로,243.0,,4115010700107070001000001,핵심프라자,경기도 의정부시 용민로 243,480080.0,11769,,1,,127.097230482465,37.7491627940233
MA010120220810635558,대명세탁,,S2,수리·개인,S209,세탁,S20901,세탁소,S96913,세탁물 공급업,26,부산광역시,26230,부산진구,26230550,초읍동,2623010700,초읍동,2623010700102210005,1,대지,221.0,5.0,부산광역시 부산진구 초읍동 221-5,262304187454,부산광역시 부산진구 성지로43번길,44.0,,2623010700102210005011105,,부산광역시 부산진구 성지로43번길 44,614873.0,47126,,,,129.054299810877,35.1761896225274
MA0101202410A0525878,용한의원,,Q1,보건의료,Q102,의원,Q10211,한의원,Q86203,한의원,30,대전광역시,30170,서구,30170575,내동,3017011000,내동,3017011000100070000,1,대지,7.0,,대전광역시 서구 내동 7,301703166004,대전광역시 서구 갈마로,274.0,,3017011000100070000011889,,대전광역시 서구 갈마로 274,302817.0,35314,,2,,127.383240352575,36.3320608990063
MA010120220801689120,감초당약국,,G2,소매,G215,의약·화장품 소매,G21501,약국,G47811,의약품 및 의료용품 소매업,41,경기도,41630,양주시,41630530,회천1동,4163011000,덕정동,4163011000103500087,1,대지,350.0,87.0,경기도 양주시 덕정동 350-87,416303212038,경기도 양주시 화합로,1357.0,,4163011000103500087014029,,경기도 양주시 화합로 1357,482060.0,11450,,,,127.062384699908,37.8438503174248
MA0101202504A0084380,가야밀면&대패삼겹,,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,48,경상남도,48250,김해시,48250320,주촌면,4825032021,주촌면,4825032021114840001,1,대지,1484.0,1.0,경상남도 김해시 주촌면 선지리 1484-1,482504855468,경상남도 김해시 주촌면 선지로8번길,16.0,,4825032021114840001000001,,경상남도 김해시 주촌면 선지로8번길 16,621845.0,50966,,1,,128.840861940616,35.2324598645891
MA0101202408A0045064,하이츠강서학원,,P1,교육,P105,일반 교육,P10501,입시·교과학원,P85501,일반 교과학원,11,서울특별시,11500,강서구,11500611,발산1동,1150010600,내발산동,1150010600107500000,1,대지,750.0,,서울특별시 강서구 내발산동 750,115003115007,서울특별시 강서구 수명로,82.0,,1150010600107500000000001,발산로얄타워,서울특별시 강서구 수명로 82,157937.0,7635,,7,,126.826441986897,37.5534719412231
MA010120220801276987,땅아래,,I2,음식,I211,주점,I21101,일반 유흥 주점,I56211,일반 유흥 주점업,41,경기도,41173,안양시 동안구,41173580,호계1동,4117310400,호계동,4117310400109960017,1,대지,996.0,17.0,경기도 안양시 동안구 호계동 996-17,411734349221,경기도 안양시 동안구 흥안대로125번길,29.0,,4117310400109960017006071,,경기도 안양시 동안구 흥안대로125번길 29,431841.0,14112,,,,126.958566706002,37.372047371641
MA0101202604A0018899,파이널클린,,N1,시설관리·임대,N102,청소·방제,N10201,건축물 일반 청소업,N74211,건축물 일반 청소업,27,대구광역시,27200,남구,27200650,대명10동,2720010300,대명동,2720010300115940008,1,대지,1594.0,8.0,대구광역시 남구 대명동 1594-8,272004232077,대구광역시 남구 대명복개로4길,59.0,8.0,2720010300115940008002212,,대구광역시 남구 대명복개로4길 59-8,705815.0,42479,,,,128.563127356052,35.8400126290288
MA010120220807393386,어썸마켓전주,효자점,G2,소매,G204,종합 소매,G20499,그 외 기타 종합 소매업,G47190,그 외 기타 종합 소매업,52,전북특별자치도,52111,전주시 완산구,52111714,효자4동,5211114100,효자동2가,5211114100108800007,1,대지,880.0,7.0,전북특별자치도 전주시 완산구 효자동2가 880-7,521113266046,전북특별자치도 전주시 완산구 쑥고개로,229.0,,4511114100108800007000001,,전북특별자치도 전주시 완산구 쑥고개로 229,560859.0,55070,,,,127.091381032444,35.8000534028818
MA010120220808815767,오시날개,,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,48,경상남도,48170,진주시,48170565,중앙동,4817010900,대안동,4817010900100080256,1,대지,8.0,256.0,경상남도 진주시 대안동 8-256,481704797125,경상남도 진주시 중앙시장길,24.0,1.0,4817010900100080256003933,2구,경상남도 진주시 중앙시장길 24-1,660140.0,52754,,,,128.085266393004,35.1944844880271
MA0101202212A0004339,준우축산,,G2,소매,G205,식료품 소매,G20503,정육점,G47212,육류 소매업,41,경기도,41281,고양시 덕양구,41281600,관산동,4128111900,내유동,4128111900106470004,1,대지,647.0,4.0,경기도 고양시 덕양구 내유동 647-4,412814376189,경기도 고양시 덕양구 유산길,34.0,,4128111900106470004000760,이전유통마트,경기도 고양시 덕양구 유산길 34,412804.0,10263,,,,126.846752154862,37.7263628168473
MA0101202406A0407084,컴하루,,S2,수리·개인,S201,컴퓨터 수리,S20101,컴퓨터/노트북/프린터 수리업,S95110,컴퓨터 및 주변 기기 수리업,52,전북특별자치도,52113,전주시 덕진구,52113665,여의동,5211313100,만성동,5211313100113390013,1,대지,1339.0,13.0,전북특별자치도 전주시 덕진구 만성동 1339-13,521133351432,전북특별자치도 전주시 덕진구 만성북로,23.0,,4511313100113390013000001,,전북특별자치도 전주시 덕진구 만성북로 23,561330.0,54858,,,,127.077843908751,35.8495691341566
